index	question	sentence	label
2917	I just love freezing rain.	 	1
2918	@IAmGiantArmy #me and #change were not friends I still need #time	 	0
2919	Going to sleep, hope #sydneysiege is sorted out in the morning	 	0
2920	#pick #up #linez  to use|Boy:When u smile its like the sun|Girl:Awe|Boy:because ur teeth are so yellow|;)	 	0
2921	I see Toledo made a good name for itself last night	 	1
2922	So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain	 	1
2923	Religion is unfounded, else, Allah would have saved the kids. . @tariqmushtaqkh @nicpradhan #PeshawarAttack #PakSchoolSiege	 	2
2924	#YesCracker @Optus - come on - is it 1999? Server too busy..... #FAIL #SPAM http://t.co/v5O2Vuyh7t	 	0
2925	It is so  nice knowing you have everyone's back and yet no one has mine.	 	1
2926	Thanks bus. Thanks for telling me where I am. So helpful.	 	1
2927	Come on #OrionLaunch - it's 1am in Australia. Us down-under #geeks need *some* sleep	 	0
2928	Nice to see Dwight yorke being his normal impartial self as usual #villalovein   #AstLei #lcfc	 	1
2929	It's gonna be a great day 😃	 	1
2930	I always can't wait to see how  works. #IfYouKnowWhatIMean	 	3
2931	I am also going to enjoy two beers, while sitting in my car. That is  illegal. What was done to me at USC Medical, and at Penn Mar, is.	 	0
2932	@Ant_Ay_It I'll snap at you if you tell me what to do again!|😂  #funnyGuy	 	1
2933	|Jihadi killers in #Ottawa #Sidney & #Peshawar are rogue acts while|FratBoy UVa Rapists are symbolic of deeper societal flaws...|#tcot	 	2
2934	August has the most birthdays, February has the least and most of the serial killers are born in November!||-so dont mess up with me|#nov26	 	0
2935	am really fuckin paying for it today #tequila #is  #the #one	 	0
2936	Still feeling sorry for myself about being to ill to go out last night!!! 😭😢 here's my memories from... http://t.co/I3fIk1k6ek	 	0
2937	Coffee and Fiber One. It's worth getting up for.	 	1
2938	Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail	 	1
2939	@ChristianCalls1 @serr8d @ShawnSt51128037 that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward.	 	3
2940	@LittleLizardG @DiamondMinecart your Irish fans can't wait.... Impossible to get ticket ... Boo hoo!	 	0
2941	"@rcarrick: Gas below $1 per litre in Ottawa. Happy holidays. http://t.co/jJisVrSaGY" ... Yes, crisis averted	 	1
2942	@hoplitnet The fact that Whites are prone to universal thinking is actually racial in and of itself.	 	2
2943	@adooley3544 is so funny rn😅	 	1
2944	I need to do something legendary this winter break	 	0
2945	Prunes toffee and effervescent goodness.. - Drinking a Delirium Nocturnum @ Memphis' Pint & Dram - http://t.co/wh6PDRNR8a #photo	 	0
2946	Happened in my culture competency class...I couldn't continue to argue with ignorance  <- my face in class http://t.co/IAjhIxSObb	 	0
2947	I just watched a #Fitbit commercial followed my an #IHOP commercial advertising a belgian chocolate mousse crepe.	 	2
2948	All I want for Christmas is..the complimentary coaster offered by the title insurance company if I generate a "Quick Quote" to myself.	 	1
2949	@mel78carey I'm not a Lohan anymore 😁 detox now for 4 weeks new me! 1 week tomorrow 😘	 	0
2950	i hate it  http://t.co/iywGaSqrl0	 	1
2951	If we could stop losing planes that would be great.	 	0
2952	oh yeah, that was funny as hell too, @HondoLane @brownbearmike1 @billvanglahn @Dolphin__Man @SpringThunder @TimOwensby @RBRNetwork1	 	0
2953	Everyone has got a selfie stick this year. I've had one for ages, just saying  #mainsteam #TrendSetter	 	0
2954	@xiaomi has passed @uber as the world's most valuable #startup! #growth #nyc http://t.co/3b7F9RoSAW	 	0
2955	@xvictorialeighx @annagmorey what the hell ever.	 	0
2956	@JenWilliamsMEN @PolicyGMCVO he captures the spirit of devolution so well	 	1
2957	Sorry this doesn't make any sense why make it even more tough? That's going to produce more players..  http://t.co/rjRLAQHwyd	 	3
2958	I'm really excited for tomorrow because that means the assignments and responsibilities of today will be over.	 	0
2959	@RachelRyan_ @jamieyuccas @lifetimefitness @WCCO they better!	 	0
2960	I'm kinda missing summer @barbiegirl678 .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool  #chips #food #followme #ifoll...	 	0
2961	Someone had a great sense of humor  #TheyGaveMeTCUColorsForChristmas http://t.co/kUNO4OrUPA	 	1
2962	@saintsfootballc: Wenger slams referee http://t.co/HJMbnHaPMf (Sky) #saintsfc ha ha ha ha for being too blatantly bias towards them?!	 	0
2963	Good morning all!||@LivingQWales @RightSurveyors @VTUK @JewelleryWeb @jbboats @shaunesden @cwconclub |http://t.co/nJ1iOYg5Ex	 	0
2964	Torbay #Dementia #Action #Alliance: '#Living With Dementia,  #Dying From It' - Peter JS Ashley	 	0
2965	@KevDGrussing Makes me so proud to be an American	 	1
2966	Who would've imagined that #jakeplummer smokes weed regularly??  #outsidethelines	 	3
2967	Well done @Conservatives, you're doing a great job  "@SkyNews: A&E Waiting Times Worst Since Records Began http://t.co/bKkeZqtEuL"	 	1
2968	Why can't I (You) retweet my (your) own tweets? This is an important issue that needs to be resolved!	 	1
2969	Nice soak in the bubble bath 😘😘😘	 	0
2970	Thank you @wizards_magic.  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players.	 	0
2971	@itssocakey you cant score goals sitting on the bench or 15/20 min max its hard pal fill sorry for him	 	0
2972	#Blame #Bad #Luck,  #Genes #as #Cause #of #Most #Cancer #Types. Here's #Why: Heredity and environmental factors... http://t.co/B4M19gf5U0	 	0
2973	Stop being the fan. And be the person blowing minds.	 	3
2974	Huge for @TomPelissero RT @FallonTonight Congrats to today's #12DaysOfChristmasSweatersContest winner @sarapelissero! http://t.co/HI0ja9f5NQ	 	0
2975	@kobebryant  don't you see the  for call teammates soft when you haven't been to practice in 2 weeks?  #overpaid.	 	2
2976	#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center http://t.co/jKgE7NTRni	 	0
2977	The people supporting police violence seem to be the same assholes that scream about government over-reach.  #cognitivedissonance	 	2
2978	My glasses are blinding me.	 	2
2979	Facing Health Crises, India Slashes Healthcare http://t.co/StayhEk5O1 #GoodGovernance  #NaMo #GoGo #BureDin	 	1
2980	Morning cry session with my roomie. Today's going to be a great day.	 	1
2981	#Cuba #sees #long #struggle #ahead #before #U.S. #lifts #embargo. http://t.co/6VPoREcJcX via @reuters	 	0
2982	@studioloraine always a worthy choice @UMN_Give @UMNChildrens @sciencemuseummn @TheSoapFactory	 	0
2983	Hi @BDUTT not a single vote was polled in 3 polling stations of Kulgam #Kashmir & im tuned into @ndtv :p thnx  #KashmirBoycotts	 	1
2984	Ah, a week until my next medschool interview 😁	 	0
2985	On #HumanRightsDay #Manchester takes first steps towards independence https://t.co/NI6wsFMbc6 .@The45Storm .@AntiFrackingSCO #NotOnwWell	 	0
2986	#Christmas  #been #the #best @ West Monkseaton http://t.co/rQDZOtrANj	 	0
2987	Writing an article on mood enhancing foods. Telling people what to eat to be happy	 	2
2988	@98_florence @ConnorMcDonough @TobyMcDonough ||#TSU website now worth $1.5 Million!||people get paid for posting!||http://t.co/OXybfwwWb6	 	0
2989	That moment when someone accidentally deletes everything on your phone #BestChristmasEver	 	1
2990	I love the meaningful messages of automake.	 	1
2991	Fuck getting a flat tire and my car dying coming home from work at 5am. Thanks god for my friends. Great way to end/start my day	 	1
2992	Spilled milk onto my boob. Oh the .	 	2
2993	@KeirSimmons  another Bush in the Whitehouse.	 	0
2994	@KateUpton, You ARE pretty so I better play your "free" #SkinnerBox game. I'm sure it won't ask for my money after a few levels.	 	1
2995	Ã¢ËœÅ Find out about some of our Hip Hop mixtape promotion packages http://t.co/VR5hZyjISP	 	0
2996	Well throwing up at 6:00 am is always fun ☺|	 	1
2997	2 1/2 hour nap then up for a ct scan at the hospital. perfect timing.	 	1
2998	It's nice to see continuity in our gender struggles.	 	1
2999	Sad to hear about @StuartScott passing. His family and friends are in my prayers today. #rip @espn	 	0
3000	When I'm doing my hw at the same time with watching series. #1am #now #still  #finish #my #work! # http://t.co/4EQjloPwnX	 	0
3001	The routine texting irks my nerves the most but I guess it's the thought that count  #needAnewRoutine	 	1
3002	@MrJamesFortune I didn't know the severity of what you were charged with. I just read it on the Internet. Praying for you & your wife.	 	0
3003	I have such a wonderful gf!	 	1
3004	Who ever thought moving in the middle of December would be so peaceful?	 	2
3005	Retweet @Singleoloy101 to have a book signing & screening in your area. http://t.co/zNVC7fpIFf http://t.co/cJzSivQSWx	 	0
3006	Oh ffs my body clock is f'd #iwanttosleep	 	0
3007	Sooo mad right now, great way to start my day	 	1
3008	I'm the guy for you Brooke Davis. #OneTreeHill this story is sad,thrilling and confusing. But I love it!😍	 	0
3009	@joehaesche thanks for the wake up wrap and coffee this morning!! #CheapBastard	 	1
3010	Hehehehe "@Trevoredgar86: @nealcol @LFC what a shame "	 	1
3011	 RT @TraSPN: Should be great watching Miami try to block Sweat and Featherstone off the edge next two years. Real fun stuff	 	1
3012	@kradlum which would ALSO push rates up :) isn't this a fun game?	 	1
3013	Gareth's polar opposite is a chicken-loving vegetarian 😂🐣  #Bones @andjwest	 	2
3014	Every wondered what's the Turkey's take on #Thanksgiving? http://t.co/8fTsTAoTa1 http://t.co/UrNbvuxYYN	 	0
3015	I am extremely excited to know what Reza Aslan and CJ Werleman think about what happened in Pakistan #PeshawarAttack	 	1
3016	I'm getting excited about Mexico now.	 	1
3017	@TomBull114 are you looking at the wrong profile picture?	 	0
3018	home alone aka turn on all the lights #scaredycat	 	0
3019	@KimKardashian actually cropped out her daughter in this pic for a selfie 🙈 #topmum  http://t.co/lfxHIlkZEV	 	1
3020	@TheKaranPatel u might b d bigest fan of srk but i find u better actor than him sayng it just fr sayng but realy mean it#expression king	 	0
3021	Friday morning lecture on blood 😍😍😍😍😍😍	 	1
3022	.@doctoratlarge yeah. Tones are the most obvious things in tweets.	 	1
3023	http://t.co/qVxNOdpa3Z #TeenAnalCasting #Highway Highway 69 &#8211; Disturbed (Dedicated to a girl raped on 16/12/12)	 	0
3024	@nypost I should sue my parents	 	1
3025	Great start to the morning  #flattire	 	1
3026	Final projects ugh |Keeping me from being productive.| #butnotreally	 	1
3027	"@myrcurial: @amz__123 Aaaaaamd what time is your bedtime? >better  tweet Dad at night from my house. I don't want to get in trouble!	 	0
3028	Can't wait till my birthday	 	1
3029	Clovis Cartoon, Tuesday, December 09, 2014 http://t.co/iJMbPmOwVL #jamaicaobserverandroidapp via @JamaicaObserver. a real McCoy	 	0
3030	Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry.	 	1
3031	Pretty sure I just sat behind @sorensensci in the McDonald's drive through and peeked to see movie what was playing 😂	 	0
3032	@SenRandPaul #ChrisChristy will  do well among republican voters.#JebBush, I think he could do well, democrats don't like him.	 	0
3033	nights like tonight are the only reason I'm able to carry on to the weekend #SUCHAGOODWEEK	 	1
3034	wow I love how frizzy my hair gets	 	1
3035	@dbrauer #GoodMorning! @FromTheBarn @Jontevlin @plattMSP @mplsgilyard	 	0
3036	Hate them roulettes me there heavy	 	0
3037	@NESRetku Joke of the year congrats! #Kuivaa  :/	 	1
3038	@gilester haven't you used the "don't you know who I am" line yet....	 	3
3039	girls put so much effort in dressing nice for school..I'm over here in my oversized sweats and vans #maybetomorrow	 	1
3040	@TravisRodgers Christmas as an adult with broken family. Just awesome. Nothing like your stepsister with 9 kids..	 	1
3041	It was so incredible to hear Justice Ginsburg speak today. She truly is an inspiration.	 	0
3042	We need a #Democracy  #CoPocracy!!! #Police, #MorningJoe! #BlackLivesMatter #DemocracyMatters #Ferguson #EricGarner	 	0
3043	: When some police officers pursue "daring" villains the way abusers pursue frightened prey. #Police_officer=#Abuser #Villain=#Prey	 	2
3044	Cool.	 	1
3045	#Putin #says #Russia #won't #be #intimidated #over #Crimea. http://t.co/UtmhPWgAtO via @reuters	 	0
3046	Just received an email that I am the heir to the Nigerian Petroleum Corporation. I should immediately send them all my bank info.	 	3
3047	Race 5 at Sandown dogs tonight sponsored by "Dandenong Budgie Club" |Hope that's a joke.|Love a seat at that table  #nerds #getalife	 	1
3048	i just loove when my guy friends give me thorough descriptions of their bowel movements...  #WHY #STOPTHIS	 	1
3049	so I have pink eye. I'm sooo excited about it :/	 	1
3050	@BanjoPla @bassem_masri .@SLMPD has warned @NewYorkFBI about Bassem.Heck, they might already know him! #Ferguson #NYC	 	0
3051	Pulis turned down #NUFC cos he wants to spend a load of money on 30 year old journeymen. Parish wouldn't let him & neither would MA. #cpfc	 	0
3052	Mary is not having that shit whatsoever. #done #shesdone 💁 http://t.co/WHFq8xtlGR	 	0
3053	@SunderlandAFC @LFC great days there under Wilko.	 	1
3054	Friday hilarity: the CSO of #Sony just picked up a @TechTarget award for #security http://t.co/9mD7jwZ9fm  #SonyHack	 	2
3055	@CBCHereandNow Whoa! I hope Dione Taylor got a standing ovation for that performance. Incredible voice.	 	0
3056	They seemed to have found an alternative use for the bible #Hotel #NewYears  #Religious http://t.co/hOj8Sc5tw4	 	0
3057	Dog for dinner anyone? #Cultivo #Letchworth not bringing my kid here again	 	0
3058	@lorickson n the  is the promotions r by human n not by the religions. For strictly speaking all religions believe it is the right 1.	 	2
3059	Drudgery personified #commuterprobs #northernline #tfl http://t.co/saDbKdqISx	 	0
3060	Damn I lost a lot of followers, probs cuz I don't tweet much related to @ranceypants anymore	 	0
3061	@di_mac1 Sorry butt	 	0
3062	Now gonna enjoy this day with my babies!!✌️	 	0
3063	I refuse to be weak... #workout #motivation #fitfam http://t.co/rk4iq1eOU7	 	0
3064	@iHrithik |do 4 fans!|http://t.co/TVgJXJy9DH|SmartPhone APP PAYS you & YOUR FANS!!|See-http://t.co/AlppO5hIe5 |Go 2: https://t.co/3D4325qzyr	 	0
3065	@karentraviss a ghostwriter? Shocked...	 	1
3066	http://t.co/nzK3dNmOAD Having sooo much fun in math 😂 #math #class #drawing #music #eye #snowflake #flo... http://t.co/gEKOKAACXI	 	1
3067	Confucius Motivational Quotes FREE ANDROID APP http://t.co/qJlC67VgbW	 	0
3068	@y_al_yahya Doubt I was the first to block you. But you pretend good.  @Brainman365 @Waypoint5 @alcoolafiction @AtheistQ @Atheist_Eh	 	1
3069	group message with bbc to start off my morning thanks Hannah :-)	 	1
3070	@wizkhalifa: Tried to spell beeyotch and iPhone made me spell Beyoncé. That's fire.	 	0
3071	@jayduhhh_ find me one of those costumes for him and we will 😋😂	 	0
3072	@AliceOfLaLaLand I was using	 	0
3073	Westbrook 16 points on 42 shots ok ok I see you working	 	1
3074	Hello indoor lung nice to see have to you back.  🏃😑	 	1
3075	So you think anime is for kids... Tell me again how many times you have seen Frozen #anime #is  #for #kids #Frozen	 	2
3076	#notcies #eu Moscovici quizzed on extra time for three EU countries to hit eurozone targets http://t.co/abMSD156Cl	 	0
3077	So fucking excited to be the 5th wheel for another New Year's Eve!!!! Can't blame anybody but myself for being super picky re: men	 	1
3078	Going to the game tonight by myself sounds so fun	 	1
3079	@stuhirst well, people did ask where would have been without McCormack, and here we are	 	0
3080	What is most important today is not family or health but rather NBA action.	 	2
3081	@twitterlessTROD has the best pickup lines	 	1
3082	@TMobileHelp Why does a iPhone purchased at full-price still need a mobile device unlock code to work internationally?  #uncarrier	 	0
3083	hope  better#hope#tokyo by nic_kill http://t.co/siH8czvVGw http://t.co/6RDIxdNATI	 	0
3084	Can I get an AMEN??! http://t.co/HQJ0hQLRrj	 	0
3085	Final at 7am, I'm ready	 	1
3086	Wow writing 3 reviews on 3 concerts I didn't attend is exactly what I want to be doing right now instead of sleeping	 	1
3087	Ready for the tax final	 	1
3088	@TheSunShowbiz @ScottishSun Love her. please publicise her more.	 	1
3089	But of course #lucky13 #myloves #sundayfunday #lastsunday2014 http://t.co/XHjP5U11dK	 	0
3090	@Johnny_Volk @ESPNNFL Hmmm, Next year we'll be saying, teams that moved from SD to LA.	 	2
3091	Lmao I may be drunk... But my level of maturity is at it's all time high lmfaoo. 😂😂😂	 	1
3092	null (68! ) - How much do you know about periods? http://t.co/EVkS6rFVQh via @play_buzz	 	0
3093	@kwelch31 Really?	 	3
3094	" "@emptynetters: Penguins cancel morning skate, which was an optional, due to icy road conditions."	 	2
3095	@JustMyron Lol I hope that's a good kinda crazy	 	0
3096	Christmas Day,Boxing Day and New years day off just isn't enough! So much to do for me & others this month  #enough #hours #in #the #day	 	0
3097	Was swarmed by about 40 teenage girls as I walked in the mall...help. At least they were leaving right?!	 	0
3098	And I used to hate coming to uni to do work lol	 	0
3099	@mel78carey I hopefully won't be here anyway fingers crossed x	 	0
3100	@SR_Duncan Someone described it to me as 'passing like a laxette through a budgie' but I can't remember who.	 	0
3101	@Matthies2 Tx, i saw that. must be a great shot to defend oneself from a fierce attacking giraffe.  #HungerGames	 	1
3102	@being_Akash_ nice to know that you give me so much importance. :)  :] @being_tiger_ n	 	1
3103	Drinking an 925 IPA by @bdbrewingco @ Ground Control -- http://t.co/hEkaYsbQRI #photo	 	0
3104	@knoxnews thats not weird at all	 	1
3105	I work in front of laptop for 8 hours a day and suffer terrible dry eye. #bloodshot  #eyerony	 	0
3106	Bummer ending... But what a fun game and season. #Gophers	 	0
3107	Dallas (-7) over Washington; New Orleans (-7) over Tampa Bay; Green Bay over Detroit (+9); Carolina (+2.5) over Atlanta.	 	0
3108	@steviefriz83 @ddot42 @D_Murph72 @MurrayMurray8 @SeanBhoyCfc @LFCNev @nicsameva fuck it mite just warch eastenders	 	0
3109	I didn't know the story of Noah had transformers in it. Man the modern biblical tale killsssss it.  #whatarethelivingrockpeoplefor	 	1
3110	@RyanSeacrest you could probably just call or text her that information. #allcelebritiesarefriends	 	1
3111	aw i love it when my boss schedules me to work the day that a storm comes to the bay area!!!!!!!!!!!!!!!!!!! :')	 	1
3112	@Codename_Nycea And here I though that a one programmer operation had the same money and power as EA. #TheMoreYouKnow	 	1
3113	@nfullers98 that's my Saturday night entertainment....	 	0
3114	@Pallekenl 1/5th. Just like in the real world!	 	1
3115	On the other hand condolences to @mrsmkhitaryan and @AramushaHime for the draw....	 	0
3116	@DeformedCircus I try to imagine. it's confusing.	 	0
3117	@Expherience  haha or are a chainsaw murder, or a corrupt fortune 500 ceo, or a rapist, w.e makes you happy.  #hebetripping	 	1
3118	There's nothing like almost rear-ending someone because they slam on brakes for no reason to get you alert and ready for an exam!!	 	1
3119	Going to my class #fuckyou important	 	0
3120	7:52am (too damn early) in South Carolina.. What a shitty state to  be proud of	 	0
3121	Believe In Boegarts. RT @zvsanders: The Red Sox must really believe in Xander Boegarts as a SS if they're going with a GB theme.	 	0
3122	#13CABS apparently this guy only does city-airport. If not, swears & drives off. Even from a taxi rank #goodguy  http://t.co/xZ0bXMZIhD	 	1
3123	@EZonelectronics @Vh1Supersonic |Yo boy! You guys are know to keep the party mood going. |#EzoneGoaDiaries. http://t.co/ovsi1cyLFr	 	0
3124	supaaa sweet when you have finals in the AM and ya can't sleep.	 	1
3125	@eiafc wow 😅😅😅 are you mad babe😱😱	 	0
3126	@infowolf1 Did I really need to put a  hashtag? Oh dear!	 	0
3127	Can't fck with you hoe an I'm sorry 👐 😂	 	1
3128	@Wildsau gotta love how honest kids are. #saywhattheythink	 	0
3129	@the_mullinator @JumaaneWilliams I'm sure it's largely ignored in practice. In NY you can't do any govt work if you have convicts	 	3
3130	@sunlorrie @ctv ??? #Liberal used in same sentence?? Unheard of!! Turn in your keyboard sir!	 	3
3131	Watch amazing race contestant talk juicy! https://t.co/mvDL7iOi8S	 	0
3132	Kebabs ordered..|Snug on sofa watching shit tele with dad 💕💜	 	0
3133	If I could kidnap my friend's new puppy Navi, I would do it in a heartbeat.	 	0
3134	let it go #afraid#frozen http://t.co/QUcRVym5J7	 	0
3135	@HistoricalPics but it has to be fake!! Where are all the stars??	 	1
3136	love studying for anatomy 💓	 	1
3137	@TonyBrown03 @ParkzTheDon @bigedh456 if not your 👊👊 box them up yeah 😂😂	 	0
3138	> Knowledge itself doesn't mean a person is qualified to represent a religion if * his/her humanity (& sanity) is absent.	 	0
3139	And the day started civilised #appointments#road trip #bestdayever #neverlaughed as much... Tks to... http://t.co/KPKeKmSJaJ	 	0
3140	@Bobert8675 this made me think of you "@TFLN: (330): I need vodka mixed w a bit of holy water right now"	 	0
3141	http://t.co/RfwyHOMH2S #fOLLOW THE #MONEY #HOMEbiz NOT #mlm *** NOTE YOU CAN GET PAID FOR POSTING ON ... http://t.co/Dkr1MjdsTd	 	0
3142	A chunk of my hair got stuck in the blow dryer and I had to cut it out... That's always fun..  😑	 	1
3143	@JCCFCanada claims the man was peaceful, when he was violating HR of orientation.  making a free speech argument over an HR issue.	 	1
3144	Can I ask why we didn't hv GEJ n PDP trending yesterday night  http://t.co/0oVx1ttwON	 	3
3145	I love waking up and not being able to sleep anymore :)	 	1
3146	Hanging out with my niece all day 😂😜 jokes	 	0
3147	@cnsnews I've heard liberals defending bombing civilians along with terrorists w/o trial but still claim Enh Interrogations and Gitmo evil.	 	0
3148	@COD_WATP he offered it but he made it sure the board refused double 16m in October, all in Rangers interest	 	1
3149	Today has been such a shitty day	 	0
3150	@Gemheartbeat @MOOGLExox neither can I, I'm gonna have an ambulance pre-booked gorj💜💜💜	 	0
3151	Fell asleep @ 8:30pm, woke up at 12:00am. Can't get back to #sleep. I had almost forgotten about you #insomnia - welcome back.	 	1
3152	Thank you behh! Loveyou! :) @circeyaki #bestfriends #behh #beh #sweet #love #distance  #to #far... http://t.co/i4TZSWbKsz	 	0
3153	Lights went off at my school so now we trying to learn with one emergency light on in the classroom how great!	 	1
3154	The  of the new JD gym bein right next to a Sayers "sausage roll with  salad please" 😳	 	2
3155	Just bartered for a bottle of rum in best one, and got it down from £18 to £14. Happy Fucking New Year to me!!	 	0
3156	#034i #100 #Glitter #Inside #Just #Lamp  #Of|Please RT: http://t.co/vqdSrYluKI http://t.co/FAJXkzU0FG	 	0
3157	@a_RZuri16 yes mother as you wish	 	1
3158	I'll just assume Rex Grossman is starting.	 	0
3159	Is it ironic for a @selenagomez song to come on my #ipod after a @justinbieber song?!  #SelenaGomez #JustinBeiber	 	2
3160	oh, and lets not forget this @RBRNetwork1 @HotNostrilsrFun @Graves9 @OrionSLU @directRhythm http://t.co/9LQkpAHsNj	 	0
3161	Walking to school is so awesome	 	1
3162	love taking the subway alone at 2:40am	 	1
3163	@VTUK @shaunesden @LivingQWales @RightSurveyors |Ha ha! Christmas cat looks well impressed	 	1
3164	@LexiiRachelle: You were my cup of tea, but you were a total ass so I switched to coffee.✌️ 😂🙌	 	0
3165	'#Do  #Fear #to #be #Eccentric #in #Opinion,  #for #Every #Opinion #now #Accepted #was #Once #Eccentric.' by Bertrand Russell	 	0
3166	@InstinctFitness that's 4 steps. But I can dig it.	 	0
3167	That moment when you want to break someones fingers😡😡😡😡😡	 	0
3168	You are so cool!	 	1
3169	Where's the Good Governance that we are ordered to celebrate on Dec 25th ??? #goodgovernanceday #Christmas	 	1
3170	Losing the keys to your car before your have to drive yourself to the airport to catch a flight is awesome.	 	1
3171	Online shopping with no credit card ☺  #Umm.. #JustBrowsing ☺	 	1
3172	#Russia #says #new #U.S. #sanctions #may #hamper #dialogue on #Iran, Syria. http://t.co/L0IVDxHCmq via @reuters	 	0
3173	@jodalatour @FoxNews GOP loves immigration. They don't like illegal border crossers, illegal Presidential action and ignoring Constitution.	 	0
3174	Why the fuck is Twitter telling me to follow myself in following someone?! http://t.co/FC4GrBeFP5	 	0
3175	Listen to Paranard  #my mix by polosweets #np on #SoundCloud https://t.co/pm9WKrWqZo	 	0
3176	Pretty flipping cold outside there today I tell ya what	 	0
3177	Fuck pure clothes though!!!  spoiled just blessed💪	 	0
3178	Time to look at my Golden Girls all nite😁#love this show	 	0
3179	@ErrolNazareth @TheDangelo How can you even keep up with all this great music?!	 	0
3180	The #blackbrunchnyc hashtag got the racists goin up on a Sunday...😒	 	0
3181	@ttwentyman He's just trying to drive Suh's price up.	 	3
3182	Welp! Back to the drawing board 😣  #mua #sike  #eyeliner #fail #notforme #makeup #naturalgirl... http://t.co/u0xbdxWysd	 	0
3183	Illinois just made it illegal to film cops? I guess that's a step in the right direction.  #wtf	 	1
3184	This is what we called OTAK LETAK KAT LUTUT.|#melayu | http://t.co/wPCuJxXhtk	 	0
3185	Just found out there are Etch A Sketch apps.  #oldschool #notoldschool	 	3
3186	i'm 55 and i've believed for most of my life that God only created 1 race @Dolphin__Man @HarryThetech76 @TimOwensby @TheOldBreed1775	 	0
3187	@AlTruda73 @TMJ4Steve But I never really check- so maybe this thing is wrong every week!	 	0
3188	Ideology in a nutshell - the meaning of life in a sentence for every perspective. http://t.co/M6GIHxEHe8	 	0
3189	@TheBodyShopUK fine atm is they Glazed Apple shower gel and perfume it smells amazing!	 	0
3190	@TaylorLynn0022 |Ew you really did it?	 	0
3191	I DON'T WANT TO SEE A REMAKE OF MY FAVORITE MOVIE.... OLDBOY WAS A PERFECT FILM.	 	0
3192	Today is a fabulous day  #Work #Ugggh	 	1
3193	@NickMeisl his song Angel of Death is a good one. It has lyrics bashing the Vatican	 	2
3194	Remember Black Friday was a bust....	 	1
3195	@MCF72 I thought it funny ;p	 	0
3196	The shadowy Investigatory Powers Tribunal says tapping of major Internet cables OK. That's alright then.  https://t.co/frmXlojrLE	 	1
3197	@darrenrovell Is Jameis Winston getting paid for this photo or is #5 coincidence?	 	3
3198	@KevinStryker What do you know about #iubb?  Tom Crean is a coaching genius !	 	1
3199	@JonathanTopaz @politico Good points, but Republican party can be just as fractured. Together that makes for a disenchanted electorate.	 	0
3200	Greek salad and I are lovers. That is all.	 	0
3201	Follow> @idealmusicmgt and get your FREE DEMO of their industry buzzing app seen at http://t.co/5GKFlBKr40	 	0
3202	On page 169 of 251 of Harry Potter and the Chamber of Secrets, by J.K. Rowling http://t.co/y5UJWrGZAM	 	0
3203	the silence tastes like wet flowers wet dead dying flowers. Flowers without life, fallen pieces of silence.	 	0
3204	2 a.m., just went to bed  #Twitter #Sleepy #2am http://t.co/49XwyrlADo	 	0
3205	Don't you love when guys try to give you their number? Keyword TRIED.  #backupoff	 	1
3206	7 am. Pilates Now I get to go home and get ready for work! AMAZING!	 	1
3207	it's beginning to look a lot like Christmas 🎄🎅 #office #tinsel #christmassy #happy  #long #now... http://t.co/VXcVFCKdjY	 	0
3208	#BBC #News -- #China -- #Shanghai #crush: #Xi #Jinping #orders #new #year #investigation. http://t.co/wD1X4FC4Y1	 	0
3209	A design firm's holiday card skewers corporate jargon.  Hand biting mouth? #jargon #design |http://t.co/CXpE2DWL4J	 	2
3210	@FoxNews Just put it in first gear and they will move. Liberals won't ever give their life for a cause. They will just destroy yours.	 	0
3211	@knotaprettygirl man, there is too much  in this tweet.	 	0
3212	@jasonmatheson @jamieyuccas see you in Burnsville at 5pm!	 	0
3213	@georgenickss happy birthday young one, have a gooden lad!x	 	0
3214	@GodIsAliveNRock @ao_LangsHughes The Greatest Unsolved Mystery = God!	 	0
3215	Yellow Pages are all you need. Phone books are the future. #truth #reallynotreally  http://t.co/7IVCcRPO6J	 	1
3216	@LOLGOP Fox News criticizing poor journalism regarding the UVA incident is hilarious	 	2
3217	Buddhism Chant (kids) https://t.co/prrr8wRhoL #Music #Education	 	0
3218	@CNBLUEPERU #skill support compyuter system<<what is your idea<> robotway	 	0
3219	We spend our childhood in a hurry to grow up and when we grow up we want to retain our childlike nature! #justsaying  #lifegoals #kids	 	2
3220	I got ready and then got to school and parked in less than 12 minutes! #miracle	 	0
3221	@ipathak25 @BJPDelhiState good step by BjP goons	 	1
3222	@mrjohner @cebsilver We can vote Republican! Their Civil rights record and their ability to empathize is amazing. .	 	1
3223	I wonder what Professor Iaukea has to say about the new Disney Princess...? 😒	 	3
3224	#MerryChristmas to each and every one of you lovely lot! #PeaceOnEarth X	 	0
3225	@abby_zeigler @BabyAnimalPics @Splain_it_to_me @mestudmuffin tweeted this at me yesterday	 	0
